Rating Period,Calendar Year,Model,County,Health Plan,Brand,Category of Aid,Lower Bound,Midpoint,Upper Bound,AWOP
01/2025-12/2025,2025,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,1054.86,1111.13,1172.35,1164.4
01/2025-12/2025,2025,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,6044.24,6361.48,6706.47,6464.7
01/2025-12/2025,2025,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,8534.74,8990.09,9485.36,9421.08
01/2025-12/2025,2025,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,6231.17,6558.23,6913.89,6664.64
01/2025-12/2025,2025,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,9589.6,10101.22,10657.71,10585.48
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - UIS Federal,128.55,135.29,142.63,170.39
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - UIS Federal,823.93,867.65,915.2,1203.8
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - UIS State-Only,4156.38,4374.49,4611.66,5509.3
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - UIS State-Only,6666.37,7020.07,7404.77,9739.83
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - SIS,4284.93,4509.78,4754.29,5679.69
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - SIS,7490.3,7887.72,8319.96,10943.63
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - UIS Federal,128.55,135.29,142.63,170.39
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - UIS Federal,823.93,867.65,915.2,1203.8
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - UIS State-Only,4156.38,4374.49,4611.66,5509.3
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - UIS State-Only,6666.37,7020.07,7404.77,9739.83
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - SIS,4284.93,4509.78,4754.29,5679.69
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - SIS,7490.3,7887.72,8319.96,10943.63
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS Federal,132.25,139.21,146.78,170.39
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS Federal,881.54,928.37,979.3,1203.8
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS State-Only,4276.09,4501.17,4745.95,5509.3
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS State-Only,7132.46,7511.33,7923.4,9739.83
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - SIS,4408.35,4640.38,4892.73,5679.69
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - SIS,8014.0,8439.7,8902.7,10943.63
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS Federal,132.25,139.21,146.78,170.39
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS Federal,881.54,928.37,979.3,1203.8
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS State-Only,4276.09,4501.17,4745.95,5509.3
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS State-Only,7132.46,7511.33,7923.4,9739.83
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - SIS,4408.35,4640.38,4892.73,5679.69
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - SIS,8014.0,8439.7,8902.7,10943.63
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - UIS Federal,200.36,210.88,222.31,282.05
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - UIS Federal,852.36,897.67,946.95,1453.39
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - UIS State-Only,6478.28,6818.29,7188.05,9119.76
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - UIS State-Only,6896.38,7262.96,7661.67,11759.24
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - SIS,6678.64,7029.17,7410.36,9401.81
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - SIS,7748.74,8160.63,8608.62,13212.63
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - UIS Federal,198.02,208.65,220.22,241.94
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - UIS Federal,851.89,898.24,948.67,1229.6
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - UIS State-Only,6402.52,6746.39,7120.49,7822.84
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - UIS State-Only,6892.54,7267.55,7675.6,9948.61
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - SIS,6600.53,6955.04,7340.71,8064.78
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - SIS,7744.43,8165.78,8624.27,11178.21
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS Federal,202.0,212.52,223.96,236.66
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS Federal,841.19,885.84,934.39,1325.57
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS State-Only,6531.25,6871.52,7241.51,7652.03
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS State-Only,6806.02,7167.23,7560.09,10725.11
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - SIS,6733.25,7084.04,7465.48,7888.69
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - SIS,7647.22,8053.07,8494.48,12050.68
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS Federal,280.55,294.86,310.43,282.05
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS Federal,1171.71,1233.35,1300.39,1453.39
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS State-Only,9071.02,9533.95,10037.17,9119.76
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS State-Only,9480.17,9978.93,10521.32,11759.24
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - SIS,9351.57,9828.81,10347.6,9401.81
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - SIS,10651.88,11212.28,11821.71,13212.63
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS Federal,210.24,221.2,233.12,241.94
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS Federal,850.93,895.99,944.99,1229.6
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS State-Only,6797.79,7152.25,7537.69,7822.84
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS State-Only,6884.79,7249.34,7645.83,9948.61
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - SIS,7008.03,7373.46,7770.81,8064.78
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - SIS,7735.71,8145.33,8590.82,11178.21
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Collabria Care,Full-Dual - UIS Federal,180.29,189.76,200.06,211.69
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Collabria Care,Non-Dual - UIS Federal,775.73,816.98,861.84,1455.27
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Collabria Care,Full-Dual - UIS State-Only,5829.25,6135.52,6468.58,6844.57
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Collabria Care,Non-Dual - UIS State-Only,6276.37,6610.08,6973.04,11774.42
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Collabria Care,Full-Dual - SIS,6009.54,6325.28,6668.64,7056.26
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Collabria Care,Non-Dual - SIS,7052.1,7427.06,7834.88,13229.69
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Collabria Care,Full-Dual - UIS Federal,180.29,189.76,200.06,211.69
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Collabria Care,Non-Dual - UIS Federal,775.73,816.98,861.84,1455.27
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Collabria Care,Full-Dual - UIS State-Only,5829.25,6135.52,6468.58,6844.57
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Collabria Care,Non-Dual - UIS State-Only,6276.37,6610.08,6973.04,11774.42
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Collabria Care,Full-Dual - SIS,6009.54,6325.28,6668.64,7056.26
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Collabria Care,Non-Dual - SIS,7052.1,7427.06,7834.88,13229.69
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Collabria Care,Full-Dual - UIS Federal,180.29,189.76,200.06,211.69
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Collabria Care,Non-Dual - UIS Federal,775.73,816.98,861.84,1455.27
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Collabria Care,Full-Dual - UIS State-Only,5829.25,6135.52,6468.58,6844.57
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Collabria Care,Non-Dual - UIS State-Only,6276.37,6610.08,6973.04,11774.42
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Collabria Care,Full-Dual - SIS,6009.54,6325.28,6668.64,7056.26
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Collabria Care,Non-Dual - SIS,7052.1,7427.06,7834.88,13229.69
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Full-Dual - UIS Federal,154.5,162.4,170.99,202.93
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Non-Dual - UIS Federal,1114.04,1172.42,1235.9,1433.2
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Full-Dual - UIS State-Only,4995.54,5250.99,5528.68,6561.5
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Non-Dual - UIS State-Only,9013.57,9485.93,9999.58,11595.85
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Full-Dual - SIS,5150.04,5413.39,5699.67,6764.43
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Non-Dual - SIS,10127.61,10658.34,11235.49,13029.05
01/2025-12/2025,2025,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - UIS Federal,121.92,128.28,135.2,184.65
01/2025-12/2025,2025,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - UIS Federal,955.77,1006.42,1061.5,1107.18
01/2025-12/2025,2025,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - UIS State-Only,3942.03,4147.83,4371.62,5970.47
01/2025-12/2025,2025,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - UIS State-Only,7733.02,8142.82,8588.52,8958.07
01/2025-12/2025,2025,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - SIS,4063.94,4276.11,4506.82,6155.12
01/2025-12/2025,2025,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - SIS,8688.79,9149.24,9650.02,10065.25
01/2025-12/2025,2025,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Full-Dual - UIS Federal,131.18,138.06,145.55,184.65
01/2025-12/2025,2025,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Non-Dual - UIS Federal,944.08,994.26,1048.83,1107.18
01/2025-12/2025,2025,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Full-Dual - UIS State-Only,4241.52,4464.06,4706.07,5970.47
01/2025-12/2025,2025,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Non-Dual - UIS State-Only,7638.48,8044.45,8486.0,8958.07
01/2025-12/2025,2025,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Full-Dual - SIS,4372.7,4602.13,4851.62,6155.12
01/2025-12/2025,2025,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Non-Dual - SIS,8582.57,9038.71,9534.84,10065.25
01/2025-12/2025,2025,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Full-Dual - UIS Federal,192.64,202.56,213.34,205.49
01/2025-12/2025,2025,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Non-Dual - UIS Federal,1071.55,1128.46,1190.37,1139.27
01/2025-12/2025,2025,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Full-Dual - UIS State-Only,6228.7,6549.33,6897.91,6644.17
01/2025-12/2025,2025,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Non-Dual - UIS State-Only,8669.79,9130.29,9631.14,9217.72
01/2025-12/2025,2025,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Full-Dual - SIS,6421.34,6751.89,7111.25,6849.66
01/2025-12/2025,2025,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Non-Dual - SIS,9741.34,10258.75,10821.5,10356.99
01/2025-12/2025,2025,PACE,Los Angeles,"LA Coast PACE, LLC","LA Coast PACE, LLC",Full-Dual - UIS Federal,178.61,187.95,198.1,196.18
01/2025-12/2025,2025,PACE,Los Angeles,"LA Coast PACE, LLC","LA Coast PACE, LLC",Non-Dual - UIS Federal,889.79,936.92,988.18,1045.74
01/2025-12/2025,2025,PACE,Los Angeles,"LA Coast PACE, LLC","LA Coast PACE, LLC",Full-Dual - UIS State-Only,5775.08,6076.89,6405.08,6343.2
01/2025-12/2025,2025,PACE,Los Angeles,"LA Coast PACE, LLC","LA Coast PACE, LLC",Non-Dual - UIS State-Only,7199.2,7580.55,7995.29,8461.03
01/2025-12/2025,2025,PACE,Los Angeles,"LA Coast PACE, LLC","LA Coast PACE, LLC",Full-Dual - SIS,5953.69,6264.84,6603.18,6539.38
01/2025-12/2025,2025,PACE,Los Angeles,"LA Coast PACE, LLC","LA Coast PACE, LLC",Non-Dual - SIS,8088.99,8517.47,8983.47,9506.77
01/2025-12/2025,2025,PACE,Los Angeles,"Pacific PACE, LLC","Pacific PACE, LLC",Full-Dual - UIS Federal,161.9,170.37,179.58,196.18
01/2025-12/2025,2025,PACE,Los Angeles,"Pacific PACE, LLC","Pacific PACE, LLC",Non-Dual - UIS Federal,957.25,1007.93,1063.05,1045.74
01/2025-12/2025,2025,PACE,Los Angeles,"Pacific PACE, LLC","Pacific PACE, LLC",Full-Dual - UIS State-Only,5234.89,5508.68,5806.41,6343.2
01/2025-12/2025,2025,PACE,Los Angeles,"Pacific PACE, LLC","Pacific PACE, LLC",Non-Dual - UIS State-Only,7745.0,8155.08,8601.07,8461.03
01/2025-12/2025,2025,PACE,Los Angeles,"Pacific PACE, LLC","Pacific PACE, LLC",Full-Dual - SIS,5396.79,5679.05,5985.99,6539.38
01/2025-12/2025,2025,PACE,Los Angeles,"Pacific PACE, LLC","Pacific PACE, LLC",Non-Dual - SIS,8702.25,9163.01,9664.12,9506.77
01/2025-12/2025,2025,PACE,Kings,"Sequoia PACE, LLC","Sequoia PACE, LLC",Full-Dual - UIS Federal,161.82,170.27,179.47,173.62
01/2025-12/2025,2025,PACE,Kings,"Sequoia PACE, LLC","Sequoia PACE, LLC",Non-Dual - UIS Federal,858.14,903.57,952.98,1050.63
01/2025-12/2025,2025,PACE,Kings,"Sequoia PACE, LLC","Sequoia PACE, LLC",Full-Dual - UIS State-Only,5232.11,5505.56,5802.9,5613.86
01/2025-12/2025,2025,PACE,Kings,"Sequoia PACE, LLC","Sequoia PACE, LLC",Non-Dual - UIS State-Only,6943.16,7310.73,7710.49,8500.59
01/2025-12/2025,2025,PACE,Kings,"Sequoia PACE, LLC","Sequoia PACE, LLC",Full-Dual - SIS,5393.93,5675.83,5982.37,5787.48
01/2025-12/2025,2025,PACE,Kings,"Sequoia PACE, LLC","Sequoia PACE, LLC",Non-Dual - SIS,7801.3,8214.3,8663.48,9551.22
01/2025-12/2025,2025,PACE,Tulare,"Sequoia PACE, LLC","Sequoia PACE, LLC",Full-Dual - UIS Federal,161.82,170.27,179.47,173.62
01/2025-12/2025,2025,PACE,Tulare,"Sequoia PACE, LLC","Sequoia PACE, LLC",Non-Dual - UIS Federal,858.14,903.57,952.98,1050.63
01/2025-12/2025,2025,PACE,Tulare,"Sequoia PACE, LLC","Sequoia PACE, LLC",Full-Dual - UIS State-Only,5232.11,5505.56,5802.9,5613.86
01/2025-12/2025,2025,PACE,Tulare,"Sequoia PACE, LLC","Sequoia PACE, LLC",Non-Dual - UIS State-Only,6943.16,7310.73,7710.49,8500.59
01/2025-12/2025,2025,PACE,Tulare,"Sequoia PACE, LLC","Sequoia PACE, LLC",Full-Dual - SIS,5393.93,5675.83,5982.37,5787.48
01/2025-12/2025,2025,PACE,Tulare,"Sequoia PACE, LLC","Sequoia PACE, LLC",Non-Dual - SIS,7801.3,8214.3,8663.48,9551.22
01/2025-12/2025,2025,PACE,Madera,"Sequoia PACE, LLC","Sequoia PACE, LLC",Full-Dual - UIS Federal,161.82,170.27,179.47,173.62
01/2025-12/2025,2025,PACE,Madera,"Sequoia PACE, LLC","Sequoia PACE, LLC",Non-Dual - UIS Federal,858.14,903.57,952.98,1050.63
01/2025-12/2025,2025,PACE,Madera,"Sequoia PACE, LLC","Sequoia PACE, LLC",Full-Dual - UIS State-Only,5232.11,5505.56,5802.9,5613.86
01/2025-12/2025,2025,PACE,Madera,"Sequoia PACE, LLC","Sequoia PACE, LLC",Non-Dual - UIS State-Only,6943.16,7310.73,7710.49,8500.59
01/2025-12/2025,2025,PACE,Madera,"Sequoia PACE, LLC","Sequoia PACE, LLC",Full-Dual - SIS,5393.93,5675.83,5982.37,5787.48
01/2025-12/2025,2025,PACE,Madera,"Sequoia PACE, LLC","Sequoia PACE, LLC",Non-Dual - SIS,7801.3,8214.3,8663.48,9551.22
01/2025-12/2025,2025,PACE,Fresno,"Sequoia PACE, LLC","Sequoia PACE, LLC",Full-Dual - UIS Federal,161.82,170.27,179.47,173.62
01/2025-12/2025,2025,PACE,Fresno,"Sequoia PACE, LLC","Sequoia PACE, LLC",Non-Dual - UIS Federal,858.14,903.57,952.98,1050.63
