ccn,with_CC,with_MCC,without_CC,total_cc_discharges,pct_without_CC,pct_with_CC,pct_with_MCC
030023,483,959,123,1565,7.859424920127796,30.862619808306707,61.277955271565496
030024,854,1595,309,2758,11.2037708484409,30.96446700507614,57.83176214648296
030030,20,190,0,210,0.0,9.523809523809524,90.47619047619048
030036,1377,2609,178,4164,4.274735830931797,33.069164265129686,62.656099903938525
030037,0,13,0,13,0.0,0.0,100.0
030038,861,1251,308,2420,12.727272727272727,35.578512396694215,51.694214876033065
030043,114,420,41,575,7.130434782608695,19.82608695652174,73.04347826086956
030055,114,655,0,769,0.0,14.824447334200261,85.17555266579974
030061,745,1808,151,2704,5.584319526627219,27.551775147928993,66.86390532544378
030062,110,628,13,751,1.7310252996005324,14.647137150466044,83.62183754993342
030064,433,1385,41,1859,2.205486820871436,23.292092522861754,74.5024206562668
030065,732,1737,190,2659,7.145543437382475,27.529146295599848,65.32531026701768
030069,172,539,33,744,4.435483870967742,23.118279569892472,72.44623655913979
030071,25,44,32,101,31.683168316831683,24.752475247524753,43.56435643564357
030073,0,63,0,63,0.0,0.0,100.0
030083,83,267,52,402,12.935323383084576,20.64676616915423,66.4179104477612
030084,25,81,23,129,17.829457364341085,19.379844961240313,62.7906976744186
030085,490,1062,278,1830,15.191256830601093,26.775956284153008,58.032786885245905
030087,1042,1813,444,3299,13.458623825401636,31.58532888754168,54.956047287056684
030088,537,1557,75,2169,3.4578146611341634,24.75795297372061,71.78423236514523
030089,320,1490,71,1881,3.7745879851143007,17.01222753854333,79.21318447634236
030092,512,963,113,1588,7.1158690176322414,32.241813602015114,60.64231738035264
030093,746,2247,222,3215,6.905132192846033,23.203732503888023,69.89113530326594
030094,320,933,89,1342,6.631892697466468,23.84500745156483,69.5230998509687
030101,128,415,29,572,5.06993006993007,22.377622377622377,72.55244755244755
030103,2311,4185,297,6793,4.372147799205064,34.020315030178125,61.60753717061681
030105,190,430,189,809,23.362175525339925,23.48578491965389,53.15203955500618
030107,39,0,65,104,62.5,37.5,0.0
030108,12,0,98,110,89.0909090909091,10.909090909090908,0.0
030110,222,812,37,1071,3.454715219421102,20.72829131652661,75.81699346405229
030111,11,337,0,348,0.0,3.1609195402298855,96.83908045977012
030113,21,0,0,21,0.0,100.0,0.0
030114,208,653,63,924,6.8181818181818175,22.51082251082251,70.67099567099568
030115,168,758,0,926,0.0,18.142548596112313,81.8574514038877
030117,11,0,0,11,0.0,100.0,0.0
030119,567,1376,107,2050,5.219512195121951,27.658536585365855,67.1219512195122
030121,117,331,30,478,6.2761506276150625,24.476987447698743,69.24686192468619
030122,229,678,11,918,1.1982570806100217,24.94553376906318,73.8562091503268
030123,530,853,148,1531,9.666884389288047,34.617896799477464,55.71521881123449
030130,54,307,0,361,0.0,14.958448753462603,85.0415512465374
030131,58,0,126,184,68.47826086956522,31.521739130434785,0.0
030134,0,91,0,91,0.0,0.0,100.0
030139,31,88,16,135,11.851851851851853,22.962962962962962,65.18518518518519
030146,13,226,22,261,8.42911877394636,4.980842911877394,86.59003831417624
030147,17,219,0,236,0.0,7.203389830508475,92.79661016949152
030148,35,465,0,500,0.0,7.000000000000001,93.0
040001,0,56,19,75,25.333333333333336,0.0,74.66666666666667
040002,13,70,0,83,0.0,15.66265060240964,84.33734939759037
040004,646,1550,215,2411,8.917461634176691,26.793861468270425,64.28867689755289
040007,559,1672,113,2344,4.820819112627986,23.848122866894197,71.33105802047781
040010,606,1183,53,1842,2.8773072747014115,32.89902280130293,64.22366992399566
040011,28,68,0,96,0.0,29.166666666666668,70.83333333333334
040014,500,1111,34,1645,2.066869300911854,30.3951367781155,67.53799392097265
040015,17,32,0,49,0.0,34.69387755102041,65.3061224489796
040016,720,1478,159,2357,6.745863385659737,30.54730589732711,62.70683071701315
040017,46,168,0,214,0.0,21.49532710280374,78.50467289719626
040019,0,29,0,29,0.0,0.0,100.0
040020,695,1685,154,2534,6.077348066298343,27.426992896606155,66.4956590370955
040022,141,578,45,764,5.890052356020942,18.455497382198953,75.6544502617801
040026,480,2013,69,2562,2.693208430913349,18.735362997658083,78.57142857142857
040027,456,821,232,1509,15.374420145791914,30.218687872763418,54.40689198144466
040029,387,844,86,1317,6.529992406985572,29.38496583143508,64.08504176157935
040036,567,1715,80,2362,3.3869602032176123,24.005080440304827,72.60795935647756
040039,13,190,0,203,0.0,6.403940886699508,93.59605911330048
040041,84,364,0,448,0.0,18.75,81.25
040050,14,56,0,70,0.0,20.0,80.0
040051,56,230,0,286,0.0,19.58041958041958,80.41958041958041
040055,475,1602,52,2129,2.4424612494128697,22.310944105213714,75.2465946453734
040062,712,1685,86,2483,3.4635521546516315,28.674989931534434,67.86145791381394
040067,18,11,0,29,0.0,62.06896551724138,37.93103448275862
040069,0,27,0,27,0.0,0.0,100.0
040071,145,630,39,814,4.791154791154791,17.813267813267814,77.39557739557739
040072,0,26,0,26,0.0,0.0,100.0
040078,107,474,14,595,2.3529411764705883,17.983193277310924,79.66386554621849
040084,95,321,12,428,2.803738317757009,22.19626168224299,75.0
040088,85,244,0,329,0.0,25.835866261398177,74.16413373860182
040114,1116,2977,255,4348,5.864765409383624,25.666973321067154,68.46826126954922
040118,472,1587,121,2180,5.5504587155963305,21.65137614678899,72.79816513761467
040119,442,918,0,1360,0.0,32.5,67.5
040134,230,547,298,1075,27.72093023255814,21.3953488372093,50.883720930232556
040137,128,438,44,610,7.213114754098362,20.983606557377048,71.80327868852459
040147,158,0,178,336,52.976190476190474,47.023809523809526,0.0
040153,0,39,0,39,0.0,0.0,100.0
040154,95,474,18,587,3.0664395229982966,16.183986371379895,80.7495741056218
040156,0,39,0,39,0.0,0.0,100.0
040161,61,129,178,368,48.369565217391305,16.57608695652174,35.05434782608695
050002,23,256,0,279,0.0,8.24372759856631,91.75627240143369
050006,346,1164,60,1570,3.821656050955414,22.038216560509554,74.14012738853502
050007,469,1382,60,1911,3.139717425431711,24.54212454212454,72.31815803244375
050008,60,261,16,337,4.747774480712167,17.804154302670625,77.44807121661721
050009,255,869,38,1162,3.2702237521514634,21.944922547332187,74.78485370051635
050013,107,428,25,560,4.464285714285714,19.107142857142854,76.42857142857142
050014,63,364,11,438,2.5114155251141552,14.383561643835616,83.10502283105022
050017,276,1101,55,1432,3.840782122905028,19.273743016759777,76.8854748603352
050022,364,1612,30,2006,1.4955134596211366,18.14556331006979,80.35892323030907
050024,0,305,0,305,0.0,0.0,100.0
050025,1434,3108,83,4625,1.7945945945945945,31.005405405405405,67.2
050026,932,2366,163,3461,4.709621496677261,26.92863334296446,68.36174516035828
050028,0,58,0,58,0.0,0.0,100.0
050030,225,1894,0,2119,0.0,10.618216139688533,89.38178386031147
050036,352,1310,41,1703,2.4075161479741634,20.669406928948913,76.92307692307693
050038,682,2220,85,2987,2.845664546367593,22.83227318379645,74.32206226983595
050039,1391,3546,180,5117,3.5176861442251317,27.18389681453977,69.2984170412351
050040,0,299,0,299,0.0,0.0,100.0
050042,112,416,0,528,0.0,21.21212121212121,78.78787878787878
050043,386,1963,71,2420,2.933884297520661,15.950413223140497,81.11570247933885
050045,111,604,0,715,0.0,15.524475524475525,84.47552447552448
050047,597,1364,42,2003,2.0968547179231156,29.80529206190714,68.09785322016975
050054,0,147,0,147,0.0,0.0,100.0
050055,139,419,30,588,5.1020408163265305,23.639455782312925,71.25850340136054
050056,148,975,13,1136,1.1443661971830987,13.028169014084506,85.8274647887324
050057,975,1862,182,3019,6.028486253726399,32.29546207353428,61.67605167273932
050058,146,938,29,1113,2.605570530098832,13.11769991015274,84.27672955974843
050060,1042,2182,243,3467,7.008941447937699,30.054802422843956,62.93625612921835
050063,88,879,0,967,0.0,9.100310237849017,90.89968976215098
050067,0,42,0,42,0.0,0.0,100.0
050069,546,1570,42,2158,1.9462465245597778,25.301204819277107,72.75254865616311
050070,0,67,0,67,0.0,0.0,100.0
050071,14,179,0,193,0.0,7.253886010362693,92.74611398963731
050072,0,70,0,70,0.0,0.0,100.0
050073,14,149,0,163,0.0,8.588957055214724,91.41104294478528
050075,110,543,0,653,0.0,16.84532924961715,83.15467075038285
050076,11,40,0,51,0.0,21.568627450980394,78.43137254901961
050077,584,1787,11,2382,0.4617968094038623,24.517212426532325,75.02099076406381
050078,23,314,0,337,0.0,6.824925816023739,93.17507418397626
050082,507,2146,56,2709,2.0671834625323,18.715393133997786,79.21742340346991
050084,328,1991,15,2334,0.6426735218508998,14.05312767780634,85.30419880034276
050089,0,93,0,93,0.0,0.0,100.0
050090,12,120,0,132,0.0,9.090909090909092,90.9090909090909
050091,0,208,0,208,0.0,0.0,100.0
050093,1181,2423,164,3768,4.35244161358811,31.342887473460724,64.30467091295117
050099,373,1153,71,1597,4.445835942391985,23.35629304946775,72.19787100814025
050100,889,1710,212,2811,7.541800071149058,31.62575595873355,60.8324439701174
050101,92,401,0,493,0.0,18.66125760649087,81.33874239350912
050102,11,324,0,335,0.0,3.2835820895522385,96.71641791044776
050103,83,558,0,641,0.0,12.948517940717629,87.05148205928236
050104,55,848,0,903,0.0,6.0908084163898115,93.90919158361018
050107,623,1958,147,2728,5.3885630498533725,22.83724340175953,71.7741935483871
050108,882,2038,259,3179,8.147216105693614,27.744573765335012,64.10821012897138
050110,68,185,0,253,0.0,26.877470355731226,73.12252964426878
050112,624,1824,0,2448,0.0,25.49019607843137,74.50980392156863
050113,0,28,0,28,0.0,0.0,100.0
050115,439,1380,108,1927,5.604566683964712,22.781525687597302,71.61390762843799
050116,245,1685,0,1930,0.0,12.694300518134716,87.30569948186529
050118,63,297,0,360,0.0,17.5,82.5
050121,181,917,11,1109,0.9918845807033363,16.321009918845807,82.68710550045085
050122,13,222,0,235,0.0,5.531914893617021,94.46808510638299
050124,164,606,11,781,1.4084507042253522,20.998719590268884,77.59282970550576
050125,258,1077,12,1347,0.8908685968819599,19.15367483296214,79.9554565701559
050126,128,697,11,836,1.3157894736842104,15.311004784688995,83.3732057416268
050127,27,271,17,315,5.396825396825397,8.571428571428571,86.03174603174604
050128,141,571,15,727,2.063273727647868,19.39477303988996,78.54195323246216
050129,196,727,0,923,0.0,21.23510292524377,78.76489707475623
050131,24,253,14,291,4.810996563573884,8.24742268041237,86.94158075601375
050132,71,960,0,1031,0.0,6.886517943743938,93.11348205625606
050133,529,1911,78,2518,3.0976965845909454,21.0087370929309,75.89356632247815
050135,167,3177,0,3344,0.0,4.994019138755981,95.00598086124403
050136,41,264,0,305,0.0,13.442622950819672,86.55737704918033
050137,0,111,0,111,0.0,0.0,100.0
050138,38,186,0,224,0.0,16.964285714285715,83.03571428571429
050139,25,183,0,208,0.0,12.01923076923077,87.98076923076923
050140,40,286,0,326,0.0,12.269938650306749,87.73006134969326
050145,760,2357,154,3271,4.708040354631611,23.234484867013148,72.05747477835524
050149,52,313,0,365,0.0,14.246575342465754,85.75342465753425
050150,206,729,37,972,3.8065843621399176,21.193415637860085,75.0
050152,22,192,0,214,0.0,10.2803738317757,89.7196261682243
050158,0,361,0,361,0.0,0.0,100.0
050159,84,377,12,473,2.536997885835095,17.758985200845668,79.70401691331924
050167,71,196,0,267,0.0,26.591760299625467,73.40823970037454
050168,399,1978,17,2394,0.7101086048454469,16.666666666666664,82.62322472848788
050169,304,1550,31,1885,1.6445623342175066,16.127320954907162,82.22811671087533
050174,623,1825,65,2513,2.5865499403103858,24.79108635097493,72.62236370871469
050179,229,1017,27,1273,2.1209740769835035,17.98900235663786,79.89002356637863
050180,1206,2315,292,3813,7.658012063991608,31.628638867033832,60.713349068974566
050191,86,577,0,663,0.0,12.97134238310709,87.02865761689291
050194,53,364,0,417,0.0,12.709832134292565,87.29016786570743
050195,518,1480,102,2100,4.857142857142857,24.666666666666668,70.47619047619048
050197,126,419,45,590,7.627118644067797,21.35593220338983,71.01694915254238
050204,70,631,0,701,0.0,9.985734664764621,90.01426533523538
050211,47,331,0,378,0.0,12.433862433862434,87.56613756613757
050222,391,1268,29,1688,1.7180094786729858,23.163507109004737,75.11848341232228
050224,1955,3470,453,5878,7.706702960190541,33.259612112963595,59.033684926845865
050226,0,499,0,499,0.0,0.0,100.0
050228,343,879,14,1236,1.132686084142395,27.750809061488674,71.11650485436894
050230,40,573,0,613,0.0,6.525285481239804,93.4747145187602
050231,288,1446,13,1747,0.7441327990841442,16.48540354894104,82.77046365197481
050232,159,817,28,1004,2.788844621513944,15.836653386454183,81.37450199203188
050234,59,154,0,213,0.0,27.699530516431924,72.30046948356808
050235,636,2301,88,3025,2.909090909090909,21.024793388429753,76.06611570247934
050236,189,1094,27,1310,2.0610687022900764,14.427480916030536,83.51145038167938
050238,444,1408,63,1915,3.289817232375979,23.18537859007833,73.52480417754569
050239,732,3168,53,3953,1.3407538578294966,18.517581583607388,80.14166455856312
050242,469,1649,59,2177,2.7101515847496556,21.54340836012862,75.74644005512172
050243,327,941,41,1309,3.132161955691368,24.980901451489686,71.88693659281896
050245,144,365,0,509,0.0,28.290766208251473,71.70923379174853
050248,148,213,12,373,3.2171581769436997,39.67828418230563,57.10455764075068
050254,232,592,0,824,0.0,28.155339805825243,71.84466019417476
050257,68,100,0,168,0.0,40.476190476190474,59.523809523809526
050261,135,519,0,654,0.0,20.642201834862387,79.35779816513761
050262,827,2264,154,3245,4.745762711864407,25.48536209553159,69.76887519260401
050272,110,428,32,570,5.614035087719298,19.298245614035086,75.08771929824562
050276,60,96,0,156,0.0,38.46153846153847,61.53846153846154
050278,292,1464,0,1756,0.0,16.62870159453303,83.37129840546697
050279,0,118,0,118,0.0,0.0,100.0
050280,748,2477,96,3321,2.890695573622403,22.523336344474558,74.58596808190305
050281,26,397,0,423,0.0,6.1465721040189125,93.85342789598108
050283,295,943,25,1263,1.979414093428345,23.357086302454473,74.66349960411718
050289,34,382,0,416,0.0,8.173076923076923,91.82692307692307
050290,495,1531,146,2172,6.721915285451196,22.790055248618785,70.48802946593001
050291,397,900,76,1373,5.535324107793153,28.914785142024762,65.54989075018209
050292,238,635,0,873,0.0,27.262313860252004,72.73768613974799
050295,215,913,30,1158,2.5906735751295336,18.56649395509499,78.84283246977547
050298,0,83,0,83,0.0,0.0,100.0
050300,171,1027,0,1198,0.0,14.273789649415694,85.72621035058431
050301,46,448,0,494,0.0,9.31174089068826,90.68825910931174
050305,151,786,0,937,0.0,16.115261472785487,83.88473852721452
050308,1165,2119,284,3568,7.959641255605381,32.65134529147982,59.389013452914796
050309,1439,3462,343,5244,6.5408085430968725,27.44088482074752,66.01830663615561
050313,82,377,0,459,0.0,17.86492374727669,82.13507625272331
050315,47,137,0,184,0.0,25.543478260869566,74.45652173913044
050320,193,861,0,1054,0.0,18.311195445920305,81.6888045540797
050324,1052,2592,203,3847,5.276839095399012,27.34598388354562,67.37717702105537
050327,573,1645,57,2275,2.5054945054945055,25.18681318681319,72.3076923076923
050329,60,491,0,551,0.0,10.88929219600726,89.11070780399274
050334,649,1565,57,2271,2.509907529722589,28.57771906649053,68.91237340378687
050335,210,842,45,1097,4.102096627164995,19.143117593436646,76.75478577939836
050336,253,1112,0,1365,0.0,18.534798534798536,81.46520146520146
050342,39,258,0,297,0.0,13.131313131313133,86.86868686868688
050348,830,1814,80,2724,2.936857562408223,30.469897209985312,66.59324522760646
050350,23,281,0,304,0.0,7.565789473684211,92.43421052631578
050351,853,2324,162,3339,4.8517520215633425,25.546570829589697,69.60167714884696
050352,11,81,12,104,11.538461538461538,10.576923076923077,77.88461538461539
050353,276,1263,12,1551,0.7736943907156674,17.79497098646035,81.43133462282398
050357,73,25,12,110,10.909090909090908,66.36363636363637,22.727272727272727
050360,495,1218,107,1820,5.879120879120879,27.197802197802197,66.92307692307692
050367,438,1357,28,1823,1.5359297860669225,24.026330224904004,74.43773998902907
050373,179,792,0,971,0.0,18.4346035015448,81.5653964984552
050376,121,452,0,573,0.0,21.11692844677138,78.88307155322862
050378,0,15,0,15,0.0,0.0,100.0
050380,602,1879,134,2615,5.124282982791587,23.021032504780116,71.8546845124283
050382,375,1444,32,1851,1.728795245813074,20.25931928687196,78.01188546731497
050390,31,612,0,643,0.0,4.821150855365474,95.17884914463453
050393,89,605,0,694,0.0,12.82420749279539,87.1757925072046
050394,507,787,138,1432,9.636871508379889,35.40502793296089,54.95810055865922
050396,1031,2093,290,3414,8.494434680726421,30.199179847685997,61.306385471587575
050407,11,75,0,86,0.0,12.790697674418606,87.20930232558139
050411,0,151,0,151,0.0,0.0,100.0
050414,225,812,16,1053,1.519468186134853,21.367521367521366,77.11301044634378
050417,47,343,0,390,0.0,12.051282051282051,87.94871794871794
050424,304,433,203,940,21.595744680851066,32.340425531914896,46.06382978723404
050425,12,281,12,305,3.934426229508197,3.934426229508197,92.1311475409836
050426,22,956,0,978,0.0,2.2494887525562373,97.75051124744377
050438,801,2226,118,3145,3.751987281399046,25.46899841017488,70.77901430842607
050441,2837,4575,578,7990,7.234042553191489,35.50688360450563,57.259073842302875
050444,333,1416,46,1795,2.562674094707521,18.551532033426184,78.8857938718663
050454,1954,3826,366,6146,5.955092743247641,31.793036121054346,62.25187113569801
050455,283,1194,23,1500,1.5333333333333332,18.866666666666667,79.60000000000001
050457,82,506,0,588,0.0,13.945578231292515,86.05442176870748
050464,445,1737,34,2216,1.5342960288808665,20.081227436823106,78.38447653429603
050468,28,545,0,573,0.0,4.886561954624781,95.11343804537522
050471,162,981,15,1158,1.2953367875647668,13.989637305699482,84.71502590673575
050481,193,1284,49,1526,3.211009174311927,12.647444298820446,84.14154652686763
050485,317,1170,60,1547,3.878474466709761,20.4912734324499,75.63025210084034
050488,358,1031,11,1400,0.7857142857142858,25.571428571428573,73.64285714285714
050492,843,1906,126,2875,4.3826086956521735,29.321739130434782,66.29565217391304
050496,614,1684,127,2425,5.237113402061856,25.319587628865982,69.44329896907216
050498,111,417,0,528,0.0,21.022727272727273,78.97727272727273
050503,589,1904,0,2493,0.0,23.626153229041318,76.37384677095869
050506,106,310,15,431,3.480278422273782,24.593967517401392,71.92575406032483
050510,0,30,0,30,0.0,0.0,100.0
050512,0,53,0,53,0.0,0.0,100.0
050515,96,261,0,357,0.0,26.89075630252101,73.10924369747899
050516,672,1890,102,2664,3.8288288288288284,25.225225225225223,70.94594594594594
050517,0,168,0,168,0.0,0.0,100.0
050523,87,726,0,813,0.0,10.70110701107011,89.2988929889299
050526,0,256,0,256,0.0,0.0,100.0
050528,15,120,0,135,0.0,11.11111111111111,88.88888888888889
050534,22,332,0,354,0.0,6.214689265536723,93.78531073446328
050537,79,408,0,487,0.0,16.2217659137577,83.77823408624229
050541,15,58,0,73,0.0,20.54794520547945,79.45205479452055
050549,931,2226,247,3404,7.256169212690952,27.350176263219737,65.3936545240893
050551,261,937,32,1230,2.6016260162601625,21.21951219512195,76.1788617886179
050557,860,2343,148,3351,4.4165920620710235,25.663980901223514,69.91942703670546
050561,0,201,0,201,0.0,0.0,100.0
050567,789,2084,98,2971,3.298552675866712,26.55671491080444,70.14473241332885
050570,212,1072,0,1284,0.0,16.510903426791277,83.48909657320873
050573,1587,3033,412,5032,8.187599364069953,31.538155802861684,60.27424483306836
050580,28,406,0,434,0.0,6.451612903225806,93.54838709677419
050581,103,667,0,770,0.0,13.376623376623375,86.62337662337663
050586,0,326,0,326,0.0,0.0,100.0
050588,0,329,0,329,0.0,0.0,100.0
050589,13,220,0,233,0.0,5.579399141630901,94.4206008583691
050590,114,759,16,889,1.799775028121485,12.823397075365579,85.37682789651294
050597,91,423,25,539,4.638218923933209,16.883116883116884,78.4786641929499
050599,1527,3112,159,4798,3.313880783659858,31.825760733639015,64.86035848270113
050603,300,816,37,1153,3.2090199479618384,26.019080659150045,70.77189939288812
050604,0,168,0,168,0.0,0.0,100.0
050608,0,157,0,157,0.0,0.0,100.0
050609,24,146,0,170,0.0,14.117647058823529,85.88235294117646
050624,255,832,38,1125,3.3777777777777773,22.666666666666664,73.95555555555555
050625,3330,7669,570,11569,4.926959979254905,28.783818826173395,66.2892211945717
050633,192,552,0,744,0.0,25.806451612903224,74.19354838709677
050636,77,511,0,588,0.0,13.095238095238097,86.90476190476191
050641,0,78,0,78,0.0,0.0,100.0
050663,82,1738,0,1820,0.0,4.5054945054945055,95.4945054945055
050668,0,19,0,19,0.0,0.0,100.0
050674,49,283,0,332,0.0,14.759036144578314,85.2409638554217
050677,0,78,0,78,0.0,0.0,100.0
050678,312,1038,56,1406,3.982930298719772,22.190611664295876,73.82645803698435
050684,0,70,0,70,0.0,0.0,100.0
050686,0,81,0,81,0.0,0.0,100.0
050689,157,344,14,515,2.7184466019417477,30.485436893203882,66.79611650485437
050690,0,45,0,45,0.0,0.0,100.0
050696,855,1103,122,2080,5.865384615384615,41.105769230769226,53.02884615384615
050701,159,687,0,846,0.0,18.79432624113475,81.20567375886525
050704,16,595,0,611,0.0,2.618657937806874,97.38134206219313
050708,188,0,106,294,36.054421768707485,63.94557823129252,0.0
050709,51,804,0,855,0.0,5.964912280701754,94.03508771929825
050710,0,66,0,66,0.0,0.0,100.0
050717,13,0,0,13,0.0,100.0,0.0
050723,0,148,0,148,0.0,0.0,100.0
050724,33,212,18,263,6.844106463878327,12.547528517110266,80.6083650190114
050726,0,0,14,14,100.0,0.0,0.0
050735,31,318,0,349,0.0,8.882521489971348,91.11747851002865
050736,0,106,0,106,0.0,0.0,100.0
050737,109,554,12,675,1.7777777777777777,16.14814814814815,82.07407407407408
050738,0,229,0,229,0.0,0.0,100.0
050739,165,1490,24,1679,1.429422275163788,9.827278141751043,88.74329958308516
050740,114,648,24,786,3.0534351145038165,14.50381679389313,82.44274809160305
050744,0,37,0,37,0.0,0.0,100.0
050745,0,108,0,108,0.0,0.0,100.0
050746,73,422,0,495,0.0,14.747474747474747,85.25252525252526
050747,0,48,0,48,0.0,0.0,100.0
050748,0,106,0,106,0.0,0.0,100.0
050755,101,914,0,1015,0.0,9.950738916256158,90.04926108374384
050757,0,316,0,316,0.0,0.0,100.0
050758,0,266,0,266,0.0,0.0,100.0
050760,18,205,0,223,0.0,8.071748878923767,91.92825112107623
050761,414,1365,124,1903,6.51602732527588,21.755123489227536,71.72884918549659
050763,90,336,0,426,0.0,21.12676056338028,78.87323943661971
050764,154,1246,56,1456,3.8461538461538463,10.576923076923077,85.57692307692307
050765,0,46,0,46,0.0,0.0,100.0
050767,0,53,0,53,0.0,0.0,100.0
050769,200,16,139,355,39.154929577464785,56.33802816901409,4.507042253521127
050770,193,759,51,1003,5.084745762711865,19.242273180458625,75.67298105682951
050771,0,306,0,306,0.0,0.0,100.0
050772,44,188,0,232,0.0,18.96551724137931,81.03448275862068
050775,199,766,14,979,1.4300306435137897,20.326864147088866,78.24310520939734
050776,50,141,0,191,0.0,26.17801047120419,73.82198952879581
050777,0,112,0,112,0.0,0.0,100.0
