PlayerID,ShortName,Team,Position,Position Title,Height_in,Weight_lbs,PhotoUrl
20721,T.Campbell,LAC,CB,Cornerback,72,200,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20721.png
22323,J.Brannon,LAC,CB,Cornerback,72,190,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22323.png
22325,D.Vaughn,LAC,CB,Cornerback,74,210,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22325.png
19560,M.Davis,LAC,CB,Cornerback,74,196,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19560.png
17919,J.Ramsey,LAR,CB,Cornerback,73,208,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17919.png
18577,D.Deayon,LAR,CB,Cornerback,69,159,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18577.png
17294,T.Hill,LAR,CB,Cornerback,61,183,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17294.png
20861,D.Long Jr.,LAR,CB,Cornerback,61,196,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20861.png
20570,D.Williams,LAR,CB,Cornerback,69,187,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20570.png
21517,T.Bonds,MIA,CB,Cornerback,68,182,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21517.png
22072,N.Igbinoghene,MIA,CB,Cornerback,61,197,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22072.png
16788,B.Jones,MIA,CB,Cornerback,72,205,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16788.png
17976,X.Howard,MIA,CB,Cornerback,73,198,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17976.png
16905,B.McCain,MIA,CB,Cornerback,61,192,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16905.png
19557,J.Perry,MIA,CB,Cornerback,61,180,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19557.png
22064,J.Davis,MIA,CB,Cornerback,68,183,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png
21192,N.Needham,MIA,CB,Cornerback,72,193,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21192.png
22362,T.Ellis,MIA,CB,Cornerback,73,195,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png
17008,A.King,MIA,CB,Cornerback,73,215,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17008.png
22058,J.Gladney,MIN,CB,Cornerback,61,191,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22058.png
19847,M.Hughes,MIN,CB,Cornerback,61,189,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19847.png
20711,C.Jones,MIN,CB,Cornerback,72,200,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20711.png
22048,C.Dantzler,MIN,CB,Cornerback,74,188,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22048.png
21036,K.Boyd,MIN,CB,Cornerback,61,200,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21036.png
