Rating Period,Calendar Year,Model,County,PACE Organization,Category of Aid,Lower Bound,Midpoint,Upper Bound,AWOP
01/2024-12/2024,2024,PACE,Los Angeles,"ConcertoHealth PACE of Los Angeles, LLC",Full-Dual - UIS State-Only,"$5,662.73 ","$5,950.65 ","$6,263.72 ","$6,628.98 "
01/2024-12/2024,2024,PACE,Los Angeles,"ConcertoHealth PACE of Los Angeles, LLC",Non-Dual - UIS State-Only,"$6,650.39 ","$6,998.16 ","$7,376.39 ","$7,908.61 "
01/2024-12/2024,2024,PACE,Los Angeles,"ConcertoHealth PACE of Los Angeles, LLC",Full-Dual - SIS,"$5,129.28 ","$5,390.09 ","$5,673.66 ","$6,013.77 "
01/2024-12/2024,2024,PACE,Los Angeles,"ConcertoHealth PACE of Los Angeles, LLC",Non-Dual - SIS,"$7,652.93 ","$8,053.12 ","$8,488.36 ","$9,130.24 "
01/2024-12/2024,2024,PACE,San Diego,"Family Health Centers of San Diego, Inc",Full-Dual - UIS Federally Eligible,$199.16 ,$209.18 ,$220.08 ,$266.76 
01/2024-12/2024,2024,PACE,San Diego,"Family Health Centers of San Diego, Inc",Non-Dual - UIS Federally Eligible,"$1,605.58 ","$1,689.19 ","$1,780.12 ","$2,346.58 "
01/2024-12/2024,2024,PACE,San Diego,"Family Health Centers of San Diego, Inc",Full-Dual - UIS State-Only,"$4,779.80 ","$5,020.41 ","$5,282.01 ","$6,359.52 "
01/2024-12/2024,2024,PACE,San Diego,"Family Health Centers of San Diego, Inc",Non-Dual - UIS State-Only,"$6,040.04 ","$6,354.58 ","$6,696.66 ","$8,785.68 "
01/2024-12/2024,2024,PACE,San Diego,"Family Health Centers of San Diego, Inc",Full-Dual - SIS,"$4,329.53 ","$4,547.47 ","$4,784.43 ","$5,763.93 "
01/2024-12/2024,2024,PACE,San Diego,"Family Health Centers of San Diego, Inc",Non-Dual - SIS,"$6,950.56 ","$7,312.52 ","$7,706.17 ","$10,132.98 "
01/2024-12/2024,2024,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Full-Dual - UIS Federally Eligible,$206.32 ,$216.70 ,$228.00 ,$266.76 
01/2024-12/2024,2024,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Non-Dual - UIS Federally Eligible,"$1,761.07 ","$1,852.77 ","$1,952.50 ","$2,346.58 "
01/2024-12/2024,2024,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Full-Dual - UIS State-Only,"$4,951.67 ","$5,200.92 ","$5,471.91 ","$6,359.52 "
01/2024-12/2024,2024,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Non-Dual - UIS State-Only,"$6,624.97 ","$6,969.94 ","$7,345.12 ","$8,785.68 "
01/2024-12/2024,2024,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Full-Dual - SIS,"$4,485.21 ","$4,710.98 ","$4,956.44 ","$5,763.93 "
01/2024-12/2024,2024,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Non-Dual - SIS,"$7,623.67 ","$8,020.65 ","$8,452.38 ","$10,132.98 "
01/2024-12/2024,2024,PACE,Fresno,"Innovative Integrated Health, Inc. ",Full-Dual - UIS Federally Eligible,$169.84 ,$178.19 ,$187.25 ,$234.16 
01/2024-12/2024,2024,PACE,Fresno,"Innovative Integrated Health, Inc. ",Non-Dual - UIS Federally Eligible,"$1,255.17 ","$1,318.86 ","$1,388.11 ","$2,114.75 "
01/2024-12/2024,2024,PACE,Fresno,"Innovative Integrated Health, Inc. ",Full-Dual - UIS State-Only,"$4,076.22 ","$4,276.45 ","$4,494.11 ","$5,525.34 "
01/2024-12/2024,2024,PACE,Fresno,"Innovative Integrated Health, Inc. ",Non-Dual - UIS State-Only,"$4,721.81 ","$4,961.42 ","$5,221.95 ","$7,910.34 "
01/2024-12/2024,2024,PACE,Fresno,"Innovative Integrated Health, Inc. ",Full-Dual - SIS,"$3,692.23 ","$3,873.60 ","$4,070.75 ","$5,008.63 "
01/2024-12/2024,2024,PACE,Fresno,"Innovative Integrated Health, Inc. ",Non-Dual - SIS,"$5,433.62 ","$5,709.34 ","$6,009.15 ","$9,129.52 "
01/2024-12/2024,2024,PACE,Orange,"Innovative Integrated Health, Inc. ",Full-Dual - UIS Federally Eligible,$186.19 ,$195.56 ,$205.75 ,$265.42 
01/2024-12/2024,2024,PACE,Orange,"Innovative Integrated Health, Inc. ",Non-Dual - UIS Federally Eligible,"$1,590.16 ","$1,672.27 ","$1,761.57 ","$2,436.64 "
01/2024-12/2024,2024,PACE,Orange,"Innovative Integrated Health, Inc. ",Full-Dual - UIS State-Only,"$4,468.66 ","$4,693.48 ","$4,937.91 ","$6,318.93 "
01/2024-12/2024,2024,PACE,Orange,"Innovative Integrated Health, Inc. ",Non-Dual - UIS State-Only,"$5,982.02 ","$6,290.92 ","$6,626.85 ","$9,121.96 "
01/2024-12/2024,2024,PACE,Orange,"Innovative Integrated Health, Inc. ",Full-Dual - SIS,"$4,047.70 ","$4,251.34 ","$4,472.75 ","$5,733.86 "
01/2024-12/2024,2024,PACE,Orange,"Innovative Integrated Health, Inc. ",Non-Dual - SIS,"$6,883.80 ","$7,239.27 ","$7,625.84 ","$10,522.89 "
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc. ",Full-Dual - UIS Federally Eligible,$207.09 ,$217.40 ,$228.61 ,$232.31 
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc. ",Non-Dual - UIS Federally Eligible,"$1,458.42 ","$1,533.88 ","$1,615.94 ","$2,218.55 "
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc. ",Full-Dual - UIS State-Only,"$4,970.04 ","$5,217.50 ","$5,486.53 ","$5,522.53 "
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc. ",Non-Dual - UIS State-Only,"$5,486.44 ","$5,770.31 ","$6,079.01 ","$8,301.27 "
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc. ",Full-Dual - SIS,"$4,501.85 ","$4,726.00 ","$4,969.68 ","$5,004.36 "
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc. ",Non-Dual - SIS,"$6,313.51 ","$6,640.17 ","$6,995.41 ","$9,574.18 "
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc. ",Full-Dual - UIS Federally Eligible,$207.09 ,$217.40 ,$228.61 ,$232.31 
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc. ",Non-Dual - UIS Federally Eligible,"$1,458.42 ","$1,533.88 ","$1,615.94 ","$2,218.55 "
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc. ",Full-Dual - UIS State-Only,"$4,970.04 ","$5,217.50 ","$5,486.53 ","$5,522.53 "
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc. ",Non-Dual - UIS State-Only,"$5,486.44 ","$5,770.31 ","$6,079.01 ","$8,301.27 "
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc. ",Full-Dual - SIS,"$4,501.85 ","$4,726.00 ","$4,969.68 ","$5,004.36 "
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc. ",Non-Dual - SIS,"$6,313.51 ","$6,640.17 ","$6,995.41 ","$9,574.18 "
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,$233.11 ,$244.90 ,$257.72 ,$259.42 
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,"$1,704.38 ","$1,793.82 ","$1,891.09 ","$2,206.92 "
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$5,594.55 ","$5,877.61 ","$6,185.35 ","$6,172.82 "
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$6,411.73 ","$6,748.19 ","$7,114.11 ","$8,254.40 "
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$5,067.53 ","$5,323.92 ","$5,602.67 ","$5,598.71 "
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$7,378.28 ","$7,765.46 ","$8,186.55 ","$9,532.07 "
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,$233.11 ,$244.90 ,$257.72 ,$259.42 
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,"$1,704.38 ","$1,793.82 ","$1,891.09 ","$2,206.92 "
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$5,594.55 ","$5,877.61 ","$6,185.35 ","$6,172.82 "
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$6,411.73 ","$6,748.19 ","$7,114.11 ","$8,254.40 "
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$5,067.53 ","$5,323.92 ","$5,602.67 ","$5,598.71 "
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$7,378.28 ","$7,765.46 ","$8,186.55 ","$9,532.07 "
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,$233.11 ,$244.90 ,$257.72 ,$259.42 
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,"$1,704.38 ","$1,793.82 ","$1,891.09 ","$2,206.92 "
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$5,594.55 ","$5,877.61 ","$6,185.35 ","$6,172.82 "
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$6,411.73 ","$6,748.19 ","$7,114.11 ","$8,254.40 "
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$5,067.53 ","$5,323.92 ","$5,602.67 ","$5,598.71 "
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$7,378.28 ","$7,765.46 ","$8,186.55 ","$9,532.07 "
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,$233.11 ,$244.90 ,$257.72 ,$259.42 
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,"$1,704.38 ","$1,793.82 ","$1,891.09 ","$2,206.92 "
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$5,594.55 ","$5,877.61 ","$6,185.35 ","$6,172.82 "
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$6,411.73 ","$6,748.19 ","$7,114.11 ","$8,254.40 "
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$5,067.53 ","$5,323.92 ","$5,602.67 ","$5,598.71 "
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$7,378.28 ","$7,765.46 ","$8,186.55 ","$9,532.07 "
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,$233.11 ,$244.90 ,$257.72 ,$259.42 
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,"$1,704.38 ","$1,793.82 ","$1,891.09 ","$2,206.92 "
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$5,594.55 ","$5,877.61 ","$6,185.35 ","$6,172.82 "
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$6,411.73 ","$6,748.19 ","$7,114.11 ","$8,254.40 "
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$5,067.53 ","$5,323.92 ","$5,602.67 ","$5,598.71 "
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$7,378.28 ","$7,765.46 ","$8,186.55 ","$9,532.07 "
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,$233.11 ,$244.90 ,$257.72 ,$259.42 
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,"$1,704.38 ","$1,793.82 ","$1,891.09 ","$2,206.92 "
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$5,594.55 ","$5,877.61 ","$6,185.35 ","$6,172.82 "
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$6,411.73 ","$6,748.19 ","$7,114.11 ","$8,254.40 "
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$5,067.53 ","$5,323.92 ","$5,602.67 ","$5,598.71 "
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$7,378.28 ","$7,765.46 ","$8,186.55 ","$9,532.07 "
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.",Full-Dual - UIS Federally Eligible,$181.90 ,$191.38 ,$201.70 ,$229.35 
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.",Non-Dual - UIS Federally Eligible,"$1,596.27 ","$1,680.94 ","$1,773.02 ","$2,380.26 "
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.",Full-Dual - UIS State-Only,"$4,365.48 ","$4,593.14 ","$4,840.70 ","$5,466.98 "
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.",Non-Dual - UIS State-Only,"$6,005.00 ","$6,323.52 ","$6,669.95 ","$8,917.14 "
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.",Full-Dual - SIS,"$3,954.24 ","$4,160.46 ","$4,384.69 ","$4,953.99 "
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.",Non-Dual - SIS,"$6,910.25 ","$7,276.78 ","$7,675.43 ","$10,277.51 "
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.",Full-Dual - UIS Federally Eligible,$181.90 ,$191.38 ,$201.70 ,$229.35 
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.",Non-Dual - UIS Federally Eligible,"$1,596.27 ","$1,680.94 ","$1,773.02 ","$2,380.26 "
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.",Full-Dual - UIS State-Only,"$4,365.48 ","$4,593.14 ","$4,840.70 ","$5,466.98 "
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.",Non-Dual - UIS State-Only,"$6,005.00 ","$6,323.52 ","$6,669.95 ","$8,917.14 "
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.",Full-Dual - SIS,"$3,954.24 ","$4,160.46 ","$4,384.69 ","$4,953.99 "
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.",Non-Dual - SIS,"$6,910.25 ","$7,276.78 ","$7,675.43 ","$10,277.51 "
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Full-Dual - UIS Federally Eligible,$178.22 ,$187.45 ,$197.50 ,$229.35 
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Non-Dual - UIS Federally Eligible,"$1,604.67 ","$1,689.49 ","$1,781.74 ","$2,380.26 "
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Full-Dual - UIS State-Only,"$4,277.17 ","$4,498.91 ","$4,740.03 ","$5,466.98 "
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Non-Dual - UIS State-Only,"$6,036.61 ","$6,355.70 ","$6,702.74 ","$8,917.14 "
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Full-Dual - SIS,"$3,874.25 ","$4,075.10 ","$4,293.50 ","$4,953.99 "
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Non-Dual - SIS,"$6,946.62 ","$7,313.81 ","$7,713.17 ","$10,277.51 "
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Full-Dual - UIS Federally Eligible,$178.22 ,$187.45 ,$197.50 ,$229.35 
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Non-Dual - UIS Federally Eligible,"$1,604.67 ","$1,689.49 ","$1,781.74 ","$2,380.26 "
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Full-Dual - UIS State-Only,"$4,277.17 ","$4,498.91 ","$4,740.03 ","$5,466.98 "
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Non-Dual - UIS State-Only,"$6,036.61 ","$6,355.70 ","$6,702.74 ","$8,917.14 "
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Full-Dual - SIS,"$3,874.25 ","$4,075.10 ","$4,293.50 ","$4,953.99 "
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Non-Dual - SIS,"$6,946.62 ","$7,313.81 ","$7,713.17 ","$10,277.51 "
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,Full-Dual - UIS Federally Eligible,$380.74 ,$399.25 ,$419.38 ,$387.58 
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,Non-Dual - UIS Federally Eligible,"$1,990.89 ","$2,092.86 ","$2,203.74 ","$3,061.40 "
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,Full-Dual - UIS State-Only,"$9,137.77 ","$9,582.10 ","$10,065.05 ","$9,242.69 "
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,Non-Dual - UIS State-Only,"$7,489.54 ","$7,873.13 ","$8,290.26 ","$11,457.45 "
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,Full-Dual - SIS,"$8,276.97 ","$8,679.44 ","$9,116.89 ","$8,390.08 "
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,Non-Dual - SIS,"$8,618.57 ","$9,059.99 ","$9,540.00 ","$13,239.88 "
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,Full-Dual - UIS Federally Eligible,$317.87 ,$333.78 ,$351.07 ,$319.18 
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,Non-Dual - UIS Federally Eligible,"$1,600.48 ","$1,684.02 ","$1,774.88 ","$2,442.92 "
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,Full-Dual - UIS State-Only,"$7,628.88 ","$8,010.64 ","$8,425.70 ","$7,629.09 "
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,Non-Dual - UIS State-Only,"$6,020.83 ","$6,335.11 ","$6,676.91 ","$9,144.05 "
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,Full-Dual - SIS,"$6,910.22 ","$7,256.02 ","$7,631.97 ","$6,913.14 "
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,Non-Dual - SIS,"$6,928.46 ","$7,290.12 ","$7,683.44 ","$10,546.89 "
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,Full-Dual - UIS Federally Eligible,$380.74 ,$399.25 ,$419.38 ,$387.58 
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,Non-Dual - UIS Federally Eligible,"$1,990.89 ","$2,092.86 ","$2,203.74 ","$3,061.40 "
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,Full-Dual - UIS State-Only,"$9,137.77 ","$9,582.10 ","$10,065.05 ","$9,242.69 "
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,Non-Dual - UIS State-Only,"$7,489.54 ","$7,873.13 ","$8,290.26 ","$11,457.45 "
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,Full-Dual - SIS,"$8,276.97 ","$8,679.44 ","$9,116.89 ","$8,390.08 "
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,Non-Dual - SIS,"$8,618.57 ","$9,059.99 ","$9,540.00 ","$13,239.88 "
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,Full-Dual - UIS Federally Eligible,$331.88 ,$348.55 ,$366.67 ,$338.50 
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,Non-Dual - UIS Federally Eligible,"$1,789.28 ","$1,882.20 ","$1,983.25 ","$2,412.55 "
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,Full-Dual - UIS State-Only,"$7,965.20 ","$8,365.18 ","$8,800.04 ","$8,083.43 "
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,Non-Dual - UIS State-Only,"$6,731.09 ","$7,080.65 ","$7,460.80 ","$9,040.02 "
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,Full-Dual - SIS,"$7,214.86 ","$7,577.16 ","$7,971.05 ","$7,322.49 "
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,Non-Dual - SIS,"$7,745.79 ","$8,148.05 ","$8,585.50 ","$10,412.81 "
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Full-Dual - UIS Federally Eligible,$239.12 ,$251.39 ,$264.72 ,$284.39 
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Non-Dual - UIS Federally Eligible,"$1,725.62 ","$1,816.44 ","$1,915.22 ","$2,769.38 "
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Full-Dual - UIS State-Only,"$5,738.92 ","$6,033.25 ","$6,353.30 ","$6,781.96 "
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Non-Dual - UIS State-Only,"$6,491.60 ","$6,833.28 ","$7,204.88 ","$10,378.57 "
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Full-Dual - SIS,"$5,198.30 ","$5,464.90 ","$5,754.80 ","$6,146.57 "
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Non-Dual - SIS,"$7,470.20 ","$7,863.38 ","$8,291.00 ","$11,964.98 "
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Full-Dual - UIS Federally Eligible,$239.12 ,$251.39 ,$264.72 ,$284.39 
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Non-Dual - UIS Federally Eligible,"$1,725.62 ","$1,816.44 ","$1,915.22 ","$2,769.38 "
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Full-Dual - UIS State-Only,"$5,738.92 ","$6,033.25 ","$6,353.30 ","$6,781.96 "
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Non-Dual - UIS State-Only,"$6,491.60 ","$6,833.28 ","$7,204.88 ","$10,378.57 "
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Full-Dual - SIS,"$5,198.30 ","$5,464.90 ","$5,754.80 ","$6,146.57 "
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Non-Dual - SIS,"$7,470.20 ","$7,863.38 ","$8,291.00 ","$11,964.98 "
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Full-Dual - UIS Federally Eligible,$239.12 ,$251.39 ,$264.72 ,$284.39 
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Non-Dual - UIS Federally Eligible,"$1,725.62 ","$1,816.44 ","$1,915.22 ","$2,769.38 "
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Full-Dual - UIS State-Only,"$5,738.92 ","$6,033.25 ","$6,353.30 ","$6,781.96 "
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Non-Dual - UIS State-Only,"$6,491.60 ","$6,833.28 ","$7,204.88 ","$10,378.57 "
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Full-Dual - SIS,"$5,198.30 ","$5,464.90 ","$5,754.80 ","$6,146.57 "
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Non-Dual - SIS,"$7,470.20 ","$7,863.38 ","$8,291.00 ","$11,964.98 "
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Full-Dual - UIS Federally Eligible,$238.99 ,$250.76 ,$263.55 ,$307.47 
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Non-Dual - UIS Federally Eligible,"$1,875.05 ","$1,970.98 ","$2,075.29 ","$2,725.34 "
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Full-Dual - UIS State-Only,"$5,735.74 ","$6,018.21 ","$6,325.27 ","$7,334.91 "
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Non-Dual - UIS State-Only,"$7,053.77 ","$7,414.63 ","$7,807.04 ","$10,211.13 "
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Full-Dual - SIS,"$5,195.42 ","$5,451.27 ","$5,729.41 ","$6,648.05 "
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Non-Dual - SIS,"$8,117.11 ","$8,532.37 ","$8,983.93 ","$11,774.14 "
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - UIS Federally Eligible,$182.40 ,$191.68 ,$201.78 ,$266.76 
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - UIS Federally Eligible,"$1,770.89 ","$1,863.59 ","$1,964.41 ","$2,346.58 "
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - UIS State-Only,"$4,377.61 ","$4,600.41 ","$4,842.66 ","$6,359.52 "
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - UIS State-Only,"$6,661.91 ","$7,010.65 ","$7,389.94 ","$8,785.68 "
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - SIS,"$3,965.23 ","$4,167.04 ","$4,386.47 ","$5,763.93 "
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - SIS,"$7,666.18 ","$8,067.49 ","$8,503.95 ","$10,132.98 "
01/2024-12/2024,2024,PACE,San Diego,Community Eldercare of San Diego,Full-Dual - UIS Federally Eligible,$167.90 ,$176.57 ,$185.99 ,$266.76 
